03,9.05,0.11,9.52
1.91,0.11,9.37
1.88,0.05,9.51
1.93,0.07,9.50
1.91,0.08,9.70
1.87,0.11,9.43
1.81,0.07,9.51
1.93,0.08,9.75
1.98,0.05,9.61
1.91,0.11,9.61
1.94,0.07,9.48
1.95,0.01,9.57
1.95,0.05,9.40
1.95,0.04,9.41
1.92,0.01,9.44
1.93,0.00,9.55
1.91,0.00,9.53
1.86,0.04,9.48
1.85,0.15,9.34
1.88,0.07,9.49
1.91,0.00,9.61
1.93,0.07,9.69
1.87,0.11,9.52
1.86,0.09,9.61
1.93,0.07,9.40
1.90,0.16,9.45
1.91,0.06,9.49
1.94,0.04,9.49
1.97,0.08,9.49
1.95,0.04,9.54
1.92,0.13,9.49
1.92,0.07,9.48
1.97,0.01,9.61
1.91,0.05,9.56
1.89,0.14,9.53
1.90,0.11,9.57
1.96,0.10,9.42
1.98,0.02,9.41
1.90,0.05,9.47
1.93,0.09,9.54
1.94,0.04,9.42
1.92,-0.02,9.53
1.78,0.07,9.50
1.74,0.03,9.63
1.73,0.00,9.75
1.73,0.04,9.69
1.66,0.07,9.58
1.71,0.00,9.47
1.77,0.06,9.45
1.71,0.10,9.72
1.68,0.06,9.62
1.72,0.04,9.46
1.90,0.07,9.39
1.82,-0.02,9.45
1.79,0.13,9.34
1.74,0.11,9.78
1.76,0.08,9.70
1.64,0.15,9.75
1.67,0.14,9.59
1.76,0.06,9.57
1.80,0.09,9.41
1.79,0.01,9.62
1.80,0.07,9.52
1.85,0.03,9.53
1.89,0.15,9.53
1.84,0.03,9.50
1.82,0.11,9.45
1.88,0.07,9.69
1.90,0.11,9.47
1.85,0.06,9.62
1.92,0.09,9.59
1.86,0.08,9.57
1.86,0.09,9.46
1.73,0.07,9.53
1.77,0.13,9.53
1.75,0.12,9.53
1.88,0.16,9.50
1.84,0.09,9.56
1.89,0.13,9.47
1.92,0.08,9.74
1.90,0.15,9.43
1.85,0.11,9.61
1.94,0.14,9.58
1.90,0.05,9.62
1.98,0.11,9.45
1.84,0.10,9.58
1.84,0.13,9.50
1.87,0.15,9.61
1.90,0.15,9.52
1.87,0.09,9.59
1.93,0.14,9.51
1.98,0.06,9.58
2.03,0.17,9.39
1.97,0.18,9.62
1.99,0.16,9.60
1.91,0.13,9.55
1.84,0.16,9.41
1.98,0.18,9.60
1.95,0.19,9.50
1.95,0.13,9.59
1.99,0.21,9.50
1.93,0.09,9.56
1.95,0.19,9.36
1.98,0.12,9.64
2.06,0.19,9.22
1.92,0.12,9.52
2.03,0.18,9.41
1.95,0.21,9.77
2.22,0.20,9.29
2.21,0.03,9.35
2.37,0.43,9.37
2.40,0.34,9.30
2.34,0.03,9.43
2.37,0.30,9.38
2.56,0.21,9.18
2.60,0.15,9.17
2.72,0.18,9.19
2.70,0.11,8.89
2.73,0.36,9.05
2.74,0.17,9.07
3.31,0.05,9.09
3.55,0.33,9.15
3.74,0.27,9.20
4.42,0.27,9.28
4.45,0.43,9.22
4.53,0.40,9.39
4.46,0.64,9.19
4.22,0.35,9.15
3.89,0.65,9.04
4.03,0.50,9.01
4.04,0.44,9.03
3.99,0.28,9.12
4.12,0.52,9.21
4.08,0.24,9.07
3.98,0.15,9.10
4.24,0.64,8.81
4.33,0.14,8.76
4.11,0.42,8.77
4.08,0.51,8.86
4.16,0.28,8.94
4.24,0.58,8.79
4.42,0.39,8.83
4.42,0.45,8.87
4.36,0.37,8.85
4.30,0.38,8.57
4.40,0.15,8.68
4.55,0.33,8.60
4.77,0.36,8.55
4.95,0.46,8.28
5.75,0.43,8.94
5.42,0.76,8.06
5.82,0.56,8.57
5.98,0.65,8.21
5.93,0.45,8.47
6.01,0.35,8.84
5.99,0.35,8.67
5.68,0.53,8.25
5.70,0.54,9.01
5.25,0.28,8.77
5.41,0.40,8.90
5.14,0.39,8.96
5.12,0.62,8.75
4.81,0.33,9.08
4.79,0.36,8.77
4.84,0.63,8.66
4.44,0.35,8.65
4.40,0.60,8.65
4.22,0.48,8.87
4.07,0.59,8.68
4.14,0.63,8.50
4.56,0.56,8.56
4.22,0.52,8.81
4.23,0.37,9.05
4.75,0.49,8.40
4.68,0.42,8.74
5.06,0.60,8.85
4.97,0.72,8.90
5.39,0.41,9.09
5.51,0.46,8.41
5.47,0.37,8.10
5.52,0.86,8.55
5.62,0.47,8.85
5.23,0.39,8.49
5.40,0.27,8.67
5.58,0.83,8.56
5.88,0.82,9.05
5.20,0.69,9.28
5.68,0.78,8.95
5.57,0.45,8.11
5.75,0.80,8.81
5.57,0.18,8.37
5.31,-0.08,8.84
5.69,0.07,7.60
5.88,0.59,8.38
5.64,-0.02,8.11
5.37,-0.26,8.69
5.56,0.23,8.17
5.54,-0.13,7.74
5.87,0.67,8.37
5.67,-0.16,8.94
5.43,-0.03,8.90
5.53,0.28,8.67
5.81,0.61,8.52
5.43,0.32,8.03
5.05,0.77,9.03
5.11,0.78,8.26
5.40,0.49,8.58
5.56,0.70,7.88
5.56,0.43,9.30
5.95,0.74,8.83
5.16,0.66,8.76
5.63,0.93,8.95
5.62,0.84,8.68
5.62,0.97,8.90
5.79,0.71,9.15
5.50,0.18,8.84
5.65,0.89,9.05
5.75,0.74,9.09
5.60,0.46,8.80
5.73,0.90,8.66
5.14,0.61,8.51
5.16,0.57,8.58
4.92,0.50,8.59
4.79,0.65,8.98
4.87,-0.12,8.77
4.91,-0.02,9.04
4.89,0.28,8.94
4.68,0.10,8.78
4.59,0.07,8.39
4.53,0.22,8.66
4.29,0.34,8.64
4.29,0.06,8.41
4.18,0.31,9.17
4.16,0.15,8.91
3.84,0.00,9.20
4.00,-0.13,8.94
4.23,0.03,9.36
4.16,0.15,8.78
3.99,0.09,9.49
4.22,0.13,8.25
3.73,0.04,8.52
3.04,-0.37,7.89
3.37,-0.12,8.19
4.42,0.11,7.93
4.29,0.20,8.61
4.46,0.18,8.61
4.97,0.29,9.31
5.45,-0.04,9.73
5.51,0.62,8.76
4.83,0.66,10.09
4.96,0.55,9.05
4.83,0.27,9.51
4.90,0.55,8.46
5.03,0.74,9.72
5.10,0.35,9.69
4.93,0.36,10.28
4.30,0.27,9.54
4.67,0.35,9.30
4.32,0.32,9.18
4.71,0.41,9.06
4.15,0.42,8.70
4.30,0.12,8.57
4.13,0.00,8.33
3.98,0.25,8.14
4.04,0.10,8.49
4.27,-0.10,7.16
3.82,0.19,7.17
3.93,-0.30,7.21
4.00,-0.24,7.91
5.09,-0.30,9.55
4.68,-0.20,8.72
5.14,-0.39,9.07
5.05,-0.49,9.70
4.80,0.04,9.51
4.06,-0.22,9.44
4.11,0.09,8.00
4.57,0.60,8.77
4.77,0.83,8.22
4.32,0.13,9.34
4.33,0.17,8.96
4.40,0.00,10.10
4.44,0.00,9.57
5.09,0.96,9.15
4.11,0.81,8.09
4.61,0.46,8.08
3.88,0.95,8.36
4.24,0.66,8.46
4.14,0.51,7.88
4.16,0.73,7.26
3.92,0.38,8.32
3.53,0.53,8.34
4.16,0.14,9.42
3.96,-0.37,9.20
4.19,-0.11,9.28
4.05,0.22,9.33
4.53,0.38,8.62
3.62,-0.10,9.54
3.96,0.00,8.93
4.32,0.11,9.55
4.29,0.17,9.63
4.40,0.81,9.77
4.42,0.58,8.58
4.08,0.77,8.16
3.99,0.70,8.01
3.91,0.89,8.33
3.87,0.27,8.62
3.66,0.25,9.68
3.68,0.69,9.20
4.24,0.15,9.19
4.40,0.04,8.55
3.63,-0.13,8.66
4.30,0.92,8.72
3.97,-0.24,9.60
4.11,0.20,9.16
4.10,0.03,9.20
4.38,0.00,8.67
4.64,0.62,8.86
4.15,0.20,9.91
3.76,0.66,8.56
3.94,0.52,9.28
4.49,0.89,7.85
3.41,-0.24,8.50
3.77,0.30,8.05
3.79,0.33,9.45
3.73,0.63,9.45
4.44,-0.46,11.24
4.74,-0.89,10.11
4.52,0.40,10.25
4.52,0.64,8.25
4.91,0.00,7.16
3.07,0.38,8.31
3.72,0.52,4.98
3.63,0.65,7.27
3.37,-0.27,6.36
4.51,0.14,9.64
4.09,0.16,8.54
4.13,-0.12,8.26
4.53,-0.38,9.10
4.51,-0.17,8.94
4.09,0.28,8.51
4.36,-0.19,8.88
4.41,-0.09,8.25
3.81,-0.22,8.67
4.07,-0.03,8.73
3.95,0.22,9.56
3.81,0.02,9.10
4.19,0.27,9.86
4.12,0.71,9.58
3.81,0.40,9.49
3.84,0.72,9.30
3.96,0.35,10.26
3.67,0.49,8.85
3.47,0.31,9.20
4.21,-0.10,9.12
4.74,0.48,9.61
4.29,0.10,9.28
4.83,0.31,9.33
4.85,0.35,9.17
4.97,-0.30,9.13
4.29,-0.20,9.66
4.02,-0.13,8.79
4.11,0.06,9.69
3.81,0.03,9.60
3.27,-0.17,10.31
3.91,-0.10,11.29
4.72,-0.42,9.92
3.52,-0.22,10.12
2.03,1.53,8.45
0.42,0.83,7.69
-1.31,0.18,8.10
-2.80,-0.68,9.77
-2.68,-0.02,7.37
-0.81,-0.30,9.62
0.51,-0.50,9.70
1.22,-0.36,10.52
1.20,-0.59,11.65
0.74,0.46,9.82
0.67,0.84,8.34
1.06,0.53,8.37
1.49,0.08,9.80
1.43,-0.39,10.97
1.89,-0.33,10.12
1.80,-0.64,9.61
1.67,-0.24,9.94
1.49,0.13,9.47
1.55,0.49,10.05
1.09,0.11,10.04
1.08,0.23,10.06
1.13,0.28,10.37
0.90,0.31,10.31
1.51,0.40,10.15
2.33,0.16,10.01
2.15,0.67,9.56
2.05,0.00,10.46
1.79,1.15,8.64
1.68,0.38,9.15
1.77,0.19,8.41
2.40,0.26,7.96
3.25,-0.05,8.42
3.96,-0.13,8.25
5.15,-0.55,8.43
5.69,-0.27,7.91
6.44,-0.01,9.22
6.71,0.79,8.95
6.99,0.73,9.12
5.12,0.14,8.13
5.20,0.62,10.01
5.26,0.48,7.66
4.61,-0.07,9.73
4.62,0.01,8.80
4.01,0.10,9.50
3.81,0.24,8.08
3.47,-0.20,9.52
4.10,0.20,8.81
4.27,0.35,8.95
3.46,-0.12,9.39
3.90,-0.09,8.24
5.03,0.42,9.04
4.90,0.33,8.03
4.96,0.24,8.86
4.56,0.26,7.87
5.45,0.37,8.47
5.40,0.19,7.59
5.65,0.51,8.74
4.93,-0.27,8.64
5.13,0.14,8.36
4.83,0.20,7.97
5.06,0.39,8.79
4.78,0.03,8.02
4.21,0.03,8.72
5.20,0.38,7.56
4.99,0.52,8.11
4.70,0.31,8.79
4.98,0.21,8.31
4.89,0.51,7.05
4.36,0.00,7.70
4.77,0.76,9.04
4.65,0.33,8.83
4.20,0.58,9.87
4.29,0.17,9.31
4.18,0.37,9.94
4.06,0.36,10.14
3.67,0.68,10.15
2.84,0.20,8.92
2.23,0.12,8.05
0.87,-0.60,9.13
0.35,-0.69,10.84
1.96,-0.40,8.41
1.83,0.15,9.98
2.54,-0.01,8.88
3.73,-0.04,9.41
4.07,-0.01,9.52
4.89,0.55,9.93
5.56,0.63,9.65
4.55,0.49,9.91
4.00,0.34,9.99
4.73,0.42,8.97
4.27,0.20,10.22
4.02,0.19,9.82
3.07,0.07,8.71
2.74,0.02,8.65
2.53,0.12,9.56
2.88,0.39,9.85
3.13,0.34,9.98
2.90,0.37,9.89
2.75,0.02,8.96
3.72,0.95,10.27
3.79,0.47,9.90
3.50,0.47,9.24
3.56,0.16,9.05
3.72,0.18,8.89
3.61,-0.16,8.72
3.27,-0.10,9.13
3.20,-0.15,8.28
3.13,-0.47,8.28
3.52,-0.04,9.27
3.32,-0.57,8.92
3.65,0.11,10.41
3.21,-0.70,9.10
3.47,-0.25,8.68
3.38,-0.47,8.03
3.39,0.49,7.79
2.62,-0.11,7.84
2.36,-0.44,8.74
3.26,-0.22,8.62
2.76,-0.43,9.53
3.06,-0.18,9.05
3.03,-0.28,9.56
2.87,-0.29,9.84
2.83,0.14,9.40
2.08,0.01,12.08
2.12,-0.05,11.03
2.24,0.37,10.96
2.72,0.09,10.55
2.63,0.73,10.52
2.18,0.20,10.26
2.26,0.56,10.42
2.95,-0.19,11.39
2.82,-0.05,9.75
2.97,0.07,8.53
2.88,0.58,8.44
2.91,0.22,9.41
2.10,0.45,8.40
2.49,0.25,10.27
2.32,0.26,7.86
2.31,0.28,7.19
2.22,0.35,6.98
1.58,-0.20,8.24
1.75,-0.38,8.08
1.68,-0.22,9.88
1.97,-0.31,9.94
2.15,-0.38,10.15
2.53,0.01,10.27
2.84,0.43,9.53
2.07,0.45,8.40
1.60,0.20,8.24
0.56,-0.76,8.60
1.08,-0.54,10.63
1.62,-0.55,7.85
1.68,-0.28,9.48
1.31,-0.53,10.38
3.01,-0.27,11.99
4.38,0.33,10.51
4.75,0.67,10.15
4.50,1.07,10.08
2.12,0.20,9.16
2.15,0.38,8.26
2.27,0.17,7.99
2.28,-0.26,8.63
1.47,0.83,8.74
2.45,0.22,10.36
2.22,0.31,10.40
1.96,0.29,9.45
2.22,0.71,9.30
1.65,0.35,9.14
1.98,0.56,7.81
1.55,-0.67,10.51
2.12,0.43,8.76
2.20,-0.21,8.89
2.18,-0.03,9.43
2.46,-0.19,8.85
2.31,0.23,8.18
2.23,0.57,8.90
2.23,0.28,7.34
1.72,0.29,9.57
1.93,-0.22,8.64
2.00,-0.07,10.57
2.24,-0.35,10.04
3.29,0.16,10.45
3.47,0.08,10.54
2.26,0.28,10.97
2.75,0.21,10.68
2.96,-0.02,11.12
2.96,-0.11,10.82
2.88,-0.23,10.54
2.73,-0.14,10.18
2.41,0.39,9.84
2.34,-0.04,9.83
2.04,0.26,8.61
2.14,0.15,8.66
2.26,0.12,9.13
1.47,-0.27,8.90
1.02,0.43,8.99
1.04,0.25,8.92
1.04,0.46,9.96
1.09,0.51,9.81
1.14,0.45,10.22
0.98,0.65,11.05
0.86,0.05,10.73
0.81,0.43,10.77
0.93,0.20,9.95
0.45,-0.42,11.14
-0.59,-0.13,9.59
-0.89,0.06,8.71
-1.06,0.50,9.64
-0.68,-0.48,9.28
-1.18,-0.29,10.32
-0.63,-0.40,11.83
0.48,0.52,10.12
-0.16,0.59,10.79
0.00,-0.44,9.38
-1.00,-0.01,9.63
-1.53,-0.16,9.73
-3.08,0.50,9.72
-3.68,0.52,9.54
-5.01,0.74,9.88
-4.99,0.27,10.35
-4.33,-0.52,11.00
-2.84,-0.11,11.43
-3.32,0.06,12.38
-3.44,-0.56,10.91
-1.72,-0.19,10.91
-1.60,-1.05,9.81
-2.00,0.00,9.56
-2.31,0.00,9.56
-2.34,-0.09,9.14
-2.45,-0.09,9.15
-2.54,-0.11,9.15
-1.93,-0.42,8.79
-1.97,-0.12,8.69
-2.28,-0.50,9.33
-2.13,-0.26,9.87
-1.34,0.47,10.42
-0.51,0.65,11.21
-0.19,0.36,11.09
0.53,0.47,11.57
-0.24,0.16,9.41
0.03,-0.27,10.28
-0.24,0.28,10.58
-0.26,-0.05,10.31
0.62,-0.06,9.72
0.74,-0.09,9.20
1.23,-0.33,9.62
1.22,0.03,10.07
1.55,0.05,10.12
1.49,0.04,9.93
0.64,0.34,9.97
0.61,0.02,9.89
0.27,0.15,9.96
0.02,0.63,10.35
-0.60,-0.17,10.92
-0.16,0.12,11.19
0.00,0.36,10.87
0.16,0.21,10.28
0.47,0.53,10.27
-0.06,-0.25,9.64
-0.25,-0.01,8.86
-0.10,-0.07,8.55
-0.58,0.87,9.05
0.00,-0.49,8.94
-0.08,0.03,9.31
0.56,0.05,10.16
1.04,0.11,10.61
0.04,-0.29,10.18
-0.11,0.16,10.07
-0.04,-0.38,9.92
-0.10,0.24,9.10
0.16,0.27,8.34
0.05,0.04,8.23
-0.14,0.26,8.05
0.15,0.22,8.87
-0.08,0.15,9.72
0.01,-0.23,10.64
0.20,-0.02,11.09
0.52,0.02,10.80
-0.05,-0.49,10.25
0.13,0.35,10.65
0.06,0.40,9.45
0.45,0.52,9.09
0.24,0.36,9.39
0.18,0.02,9.35
0.53,0.76,9.63
0.77,0.92,11.47
1.15,1.11,11.16
1.08,0.30,11.26
1.52,0.34,11.61
0.73,0.32,11.65
0.71,0.40,10.33
0.50,0.52,9.73
0.49,0.58,8.90
-0.10,0.74,9.22
-0.07,0.63,8.25
-0.17,0.66,8.35
-0.36,0.74,8.49
0.11,1.65,9.53
-0.15,1.58,11.63
-0.71,1.14,11.54
0.05,0.75,11.74
0.59,1.01,11.12
-0.67,0.35,10.63
-1.53,0.40,9.51
-1.78,0.32,9.72
-2.15,0.18,9.62
-3.16,1.05,8.84
-3.29,2.70,9.84
-2.94,4.60,9.97
-2.86,1.67,9.98
-2.31,1.74,10.77
-2.46,1.55,10.66
-1.87,1.50,10.64
-2.00,1.23,9.83
-0.87,1.67,9.65
-1.61,1.58,9.39
-1.46,1.64,9.34
-1.67,1.66,9.43
-2.38,1.92,9.65
-2.60,2.40,10.56
-1.88,2.37,10.63
-0.59,1.57,10.46
-0.60,1.40,10.40
-0.98,1.81,10.49
-1.77,1.88,10.55
-1.24,1.81,9.91
-0.90,1.92,9.98
-0.89,1.79,9.57
-0.85,2.10,9.80
-1.18,2.48,10.30
-1.32,2.48,10.35
-1.01,2.63,10.75
-0.90,2.43,10.61
-0.91,2.67,11.14
-0.97,2.62,10.38
-1.10,2.92,11.06
-1.04,2.72,10.29
-0.88,3.33,11.11
-0.92,3.16,10.74
-0.75,3.09,10.20
-0.59,3.52,10.35
-0.69,4.09,10.71
-0.33,4.26,10.29
-0.90,3.76,9.84
-0.82,3.55,10.67
-0.44,4.25,9.48
-0.88,3.38,9.45
-0.12,3.99,9.38
-0.63,3.31,9.39
0.37,4.07,9.25
0.43,3.95,8.62
0.92,4.41,9.43
0.97,4.30,9.45
1.02,4.05,9.54
1.05,4.08,9.33
0.96,4.21,9.27
0.28,3.76,9.88
0.19,3.62,9.97
-0.50,4.18,9.71
0.33,4.86,9.73
0.70,5.14,9.72
1.32,5.83,9.51
1.01,4.75,9.02
0.45,4.48,8.87
0.10,4.43,9.11
0.87,3.95,10.23
1.09,4.05,10.29
1.47,3.87,9.88
0.97,3.97,10.36
0.79,4.21,10.98
1.42,4.70,11.24
1.38,4.85,10.41
0.87,4.28,9.30
0.65,3.96,8.60
0.18,3.47,8.59
-0.62,4.66,8.25
-0.26,5.20,9.12
0.06,5.81,8.68
-0.08,6.33,8.84
-0.10,7.70,9.69
-0.12,6.69,9.28
-0.40,6.39,8.84
0.63,6.16,9.02
1.18,5.35,8.87
1.80,5.52,9.24
1.86,4.97,8.95
0.50,3.50,9.57
0.67,4.07,10.22
0.09,3.58,9.54
1.02,4.16,10.48
0.92,4.91,11.29
1.40,4.93,11.41
1.20,5.15,12.00
0.84,5.44,10.76
0.38,5.69,10.92
0.23,5.60,10.29
0.38,6.19,10.57
0.19,5.60,9.17
0.73,6.03,9.08
0.26,5.89,8.78
-0.22,5.50,8.31
-0.38,5.43,7.81
-0.43,5.20,7.90
-0.11,4.75,7.75
-0.12,4.91,7.72
0.34,5.54,8.07
0.42,6.64,8.94
0.42,6.36,8.91
0.95,6.49,9.38
1.11,6.25,9.95
0.77,6.39,10.31
0.72,6.22,10.30
0.20,5.62,9.84
0.11,5.41,9.91
-0.45,5.13,10.30
-0.23,5.58,10.53
-0.27,5.72,9.87
0.12,6.34,10.22
0.59,6.08,9.88
0.66,6.27,9.41
1.03,6.17,9.39
0.77,5.88,9.51
0.24,5.34,9.13
0.02,4.69,8.80
0.03,4.92,8.73
0.02,4.50,9.07
0.46,5.07,9.14
0.72,5.10,9.49
0.65,5.27,9.00
0.22,5.40,9.73
-0.01,5.36,9.50
0.29,5.35,9.59
0.29,5.24,8.97
0.16,5.41,9.11
0.16,5.62,8.82
0.37,5.71,9.67
0.39,5.25,9.16
0.73,5.25,9.66
0.52,5.26,9.23
0.49,5.22,9.83
-0.01,5.31,9.97
0.70,5.70,10.03
0.33,5.11,10.14
0.43,5.10,10.02
0.17,5.11,9.36
0.02,5.02,8.67
0.43,5.25,9.00
0.22,4.95,9.61
0.31,4.93,9.39
0.64,5.04,9.62
0.64,5.25,9.51
0.43,5.37,10.07
0.57,5.23,9.49
0.65,5.28,9.10
0.01,4.60,9.00
-0.21,4.74,9.48
-0.33,4.79,9.05
0.19,4.71,8.82
0.69,4.91,9.46
0.85,4.80,10.24
0.71,4.93,10.70
0.88,4.93,9.76
0.67,4.09,9.92
0.31,3.93,9.91
-0.08,4.20,8.92
-0.62,4.59,9.09
0.17,4.48,9.35
0.36,4.75,9.26
0.80,4.47,9.52
1.39,4.90,9.48
1.39,4.76,9.99
1.17,4.14,9.33
1.31,3.98,9.21
0.84,2.68,8.57
0.53,2.78,8.46
0.33,3.96,8.10
0.29,4.06,8.51
-0.05,3.94,8.28
0.63,4.97,8.96
0.30,3.87,9.38
0.91,4.86,9.75
0.73,5.79,10.48
0.13,4.67,10.46
0.08,4.60,11.03
0.47,4.57,11.21
0.13,4.14,11.25
0.20,4.15,11.61
0.04,3.78,12.10
1.31,4.01,10.84
0.73,4.36,9.96
0.96,4.36,9.60
0.92,4.06,9.81
0.78,3.83,9.84
0.90,3.83,9.31
1.05,3.74,9.62
0.95,3.90,8.36
1.41,3.92,8.60
1.47,4.04,8.51
1.47,3.61,8.11
1.68,4.48,8.43
2.20,3.87,9.14
2.27,3.56,8.37
1.78,2.89,7.78
1.54,2.62,8.15
1.37,3.85,9.24
1.67,4.06,9.35
2.16,4.21,9.27
1.98,3.97,9.02
1.44,3.89,10.20
1.07,4.13,8.50
1.02,4.90,10.43
1.16,5.72,10.00
2.01,6.61,11.54
2.12,6.51,11.95
2.26,6.02,12.04
2.43,5.91,11.94
0.85,5.06,10.52
1.14,5.24,9.82
0.96,4.88,9.34
1.17,4.59,8.60
1.04,4.22,8.45
1.18,3.94,9.29
1.35,3.89,9.37
1.28,4.11,9.39
1.58,4.38,9.51
2.68,3.94,9.48
2.76,3.65,9.40
2.82,3.29,9.17
2.79,2.50,8.28
2.70,2.37,8.07
1.63,2.24,8.03
0.66,2.38,8.95
0.43,2.58,8.77
0.81,4.13,7.65
1.59,4.22,9.02
2.07,3.45,9.01
2.19,3.69,8.63
2.37,3.66,9.36
2.63,3.61,9.50
2.61,3.45,9.67
2.64,3.39,9.16
2.73,2.80,9.08
2.65,2.10,9.74
3.14,3.95,9.27
3.02,3.45,9.01
2.60,3.83,9.89
2.99,3.46,9.81
2.98,3.79,9.61
2.70,3.58,9.45
3.06,3.42,9.68
3.25,3.71,9.67
3.23,4.11,9.47
3.64,4.11,8.76
3.82,4.32,8.53
4.55,3.84,9.08
4.72,3.81,8.89
4.96,4.07,8.78
5.06,4.20,8.97
4.88,4.67,9.40
4.37,5.09,9.20
2.98,4.02,9.15
3.34,4.27,8.93
3.28,4.18,9.21
2.92,3.55,9.37
2.45,3.57,9.04
2.05,3.63,8.68
1.38,3.95,8.77
1.05,3.92,9.12
0.35,4.25,9.04
0.29,4.49,8.08
1.63,3.27,7.32
1.67,3.41,7.02
2.14,3.81,7.65
2.59,3.44,9.19
2.58,3.52,9.26
3.76,4.27,9.88
4.02,4.31,9.26
4.21,4.32,9.25
2.66,4.41,10.42
3.07,4.17,9.89
2.74,4.06,8.97
2.00,3.52,8.78
1.70,3.68,8.98
1.72,3.54,9.08
1.64,3.26,8.97
1.49,3.29,8.89
1.50,3.26,8.52
1.89,3.39,7.85
2.13,3.50,6.77
2.30,4.30,5.88
3.57,4.84,5.82
3.46,2.24,8.38
3.40,0.41,10.28
4.08,-0.51,12.61
4.42,2.08,9.44
4.33,2.08,13.13
3.98,2.65,12.68
4.52,3.25,12.18
4.86,3.13,11.15
5.46,1.96,10.62
4.19,-1.57,14.76
3.21,0.71,8.47
1.67,1.23,6.98
1.35,1.94,8.97
1.48,0.98,8.63
2.19,2.13,7.67
3.06,2.10,6.79
3.54,2.15,7.06
4.69,1.13,8.92
4.93,1.59,7.94
5.28,1.58,7.29
5.26,2.02,7.77
3.30,2.15,7.91
3.44,2.27,8.15
3.95,2.45,9.74
4.62,2.35,9.20
4.63,2.63,9.55
3.78,2.02,9.95
3.25,2.32,9.34
3.32,2.42,9.21
3.37,2.37,8.67
3.25,2.69,9.06
3.05,3.18,10.45
2.81,3.34,9.24
3.69,1.82,11.36
4.06,2.15,9.66
4.20,2.08,9.05
3.76,2.01,8.71
3.96,1.79,8.63
4.12,1.27,10.03
3.80,1.43,7.38
3.23,1.39,9.19
3.32,1.50,8.46
2.89,1.42,7.55
3.02,1.36,8.23
3.02,1.27,7.95
3.30,1.25,8.92
3.39,1.28,9.12
3.27,1.24,9.08
3.65,1.30,8.30
3.44,0.83,8.78
3.03,1.33,8.40
3.42,0.31,10.83
3.61,0.27,9.70
3.69,0.23,9.44
3.66,0.81,7.76
3.62,0.60,9.70
3.91,0.67,8.29
4.11,0.42,9.47
3.97,0.91,7.55
3.90,0.61,8.48
3.49,0.37,8.57
3.56,-0.08,8.84
3.46,-0.33,9.47
3.71,-0.11,9.58
4.03,-0.28,9.28
3.32,-0.17,8.92
4.48,0.64,9.21
4.39,0.79,8.67
3.74,0.40,8.26
3.64,0.56,8.12
3.41,0.79,8.27
3.35,0.51,8.24
3.62,0.07,9.50
3.53,-0.09,8.17
2.95,0.42,9.28
3.30,0.48,8.77
3.46,0.55,9.21
3.73,0.44,8.44
4.65,-0.16,9.50
4.65,0.11,10.22
4.01,-0.01,9.98
3.73,0.55,10.17
3.22,-0.17,9.99
3.21,-0.11,10.47
3.35,0.34,8.83
3.36,0.34,9.60
3.18,0.04,8.08
3.59,0.86,8.64
2.89,0.56,8.57
3.40,0.58,9.50
3.28,0.49,10.06
3.37,0.50,10.30
3.93,0.76,10.87
3.88,0.67,9.95
3.73,0.57,8.88
3.47,0.61,9.53
2.76,0.77,7.87
2.98,0.94,8.22
